SellerID,SellerName,ListingCount,SaleCount,AuctionCount,AuctionSaleCount,SellerSaleAvgPriceRatio,SellerAvg,SellerItemAvg,SellerClosePercent
2632,probstein123,60565,3670,1771,1735,113,38,31,0.9796725014116318464
