QuantitySold,Price,StartingBidPercent,SellerName,SellerClosePercent,Category,PersonID,StartingBid,AvgPrice,ItemAuctionSellPercent,AuctionSaleCount,AuctionMedianPrice
1,11.50,0.0328,desertbandit1,0.7074074074074074074,27265,24691,0.99,30.1456,1,162,19.995
1,3.33,1.3666,prettysam1012,0.5638474295190713101,27265,15531,3.33,2.4366,0,3,2.99
1,1.31,0.0913,paparker85,0.1500000000000000000,27265,25541,0.99,10.8371,0,201,7.01
0,10.00,0.9227,mft15639,0.7156626506024096385,27265,25541,10.00,10.8371,0,201,7.01
0,9.99,1.8163,ledgauges,0.0383152556698126496,27265,57924,9.99,5.50,0,1,5.50
0,1.59,0.1782,bamafan62,0.5039267015706806282,27265,5338,1.59,8.9185,0,7,1.69
1,10.50,0.2775,kentucky_pickers,0.5746268656716417910,27265,28143,10.00,36.0358,1,117,19.99
0,2.25,0.6007,sportsmaniac,0.0780000000000000000,73396,31266,2.25,3.7452,0,17,1.00
0,1.99,1.6027,great_cards_and_autographs,0.0098920863309352517,73396,21465,1.99,1.2416,1,5,0.99
0,4.00,0.3873,fsl_graphs,0.0833333333333333333,73396,31392,4.00,10.3264,0,219,8.89
1,3.06,0.0958,mojo640,0.5315985130111524163,73396,31392,0.99,10.3264,0,219,8.89
1,28.00,0.4972,smcomstore,0.4898824436307573713,27265,24691,14.99,30.1456,0,162,19.995
0,20.00,2.0783,autograph-reference,0.0322354590049053959,27265,11687,20.00,9.6232,0,43,4.25
0,0.99,0.4888,mojo640,0.5315985130111524163,73396,20463,0.99,2.025,0,8,0.99
0,1.95,0.6984,collectibles-nj,0.0361445783132530120,73396,489,1.95,2.792,0,4,0.99
0,39.99,1.1097,clemenshof2008,0.1083333333333333333,27265,28143,39.99,36.0358,0,117,19.99
0,39.99,1.1097,clemenshof2008,0.1083333333333333333,27265,28143,39.99,36.0358,0,117,19.99
0,2.25,0.6007,sportsmaniac,0.0780000000000000000,73396,31266,2.25,3.7452,0,17,1.00
0,4.99,1.3715,shamrock_sox_fan,0.3200000000000000000,73396,12706,4.99,3.6382,0,13,2.27
0,4.00,0.3873,fsl_graphs,0.0833333333333333333,73396,31392,4.00,10.3264,0,219,8.89
0,8.99,1.1172,autographcitymn,0.2705882352941176470,27265,33533,8.99,8.0464,0,25,7.50
0,0.01,0.0044,millenniumsports,0.0553077609277430865,73396,3440,0.01,2.224,0,3,0.99
0,14.99,1.6763,hurricane_drew,0.6824212271973466003,27265,31369,14.99,8.9423,0,12,3.015
0,2.49,0.3151,opheliasong,0.1404682274247491638,73396,68930,2.49,7.9019,0,30,4.645
0,5.00,2.0074,jeff842728,0.3123486682808716707,73396,10828,5.00,2.4907,0,43,0.99
0,29.99,2.7673,livandroc!,0.0419664268585131894,27265,25541,29.99,10.8371,0,201,7.01
0,1.99,0.7395,bear-down,0.0203389830508474576,73396,20197,1.99,2.6907,0,14,1.015
0,9.99,0.9218,mbianchi1215,0.1500000000000000000,27265,25541,9.99,10.8371,0,201,7.01
0,9.99,1.1171,lightningfan13,0.0468227424749163879,27265,31369,9.99,8.9423,0,12,3.015
0,6.00,0.5619,rebhan,0.2660256410256410256,73396,33012,6.00,10.6775,0,4,5.36
0,0.99,0.2643,mikeyjmusc,0.0792307692307692307,73396,31266,0.99,3.7452,0,17,1.00
0,4.00,1.4326,randomtreasurez,0.0076530612244897959,73396,489,4.00,2.792,0,4,0.99
0,74.99,0.7425,lsubd,0.0085146641438032166,27265,43543,74.99,100.99,0,1,100.99
0,0.99,0.3545,the_sports_page,0.5533814589665653495,73396,489,0.99,2.792,0,4,0.99
0,0.99,0.1538,american_card_pickers,0.0536240424278137890,73396,26503,0.99,6.4328,0,20,1.20
0,0.99,0.1983,brewski3333,0.2592592592592592592,27265,32345,0.99,4.99,0,2,4.99
0,7.99,0.8935,jlsportscollectibles,0.0787401574803149606,27265,31369,7.99,8.9423,0,12,3.015
0,9.99,0.9218,mbianchi1215,0.1500000000000000000,27265,25541,9.99,10.8371,0,201,7.01
0,4.00,0.4156,realdealsportsli,0.1686635944700460829,27265,11687,4.00,9.6232,0,43,4.25
1,3.00,0.2758,lizzyslocker,0.7630586968228325255,27265,4963,0.99,3.5892,0,13,3.05
0,31.99,0.8877,ksgmt,0.1128254580520732883,27265,28143,31.99,36.0358,0,117,19.99
0,0.01,0.0044,millenniumsports,0.0553077609277430865,73396,3440,0.01,2.224,0,3,0.99
0,31.99,0.8877,ksgmt,0.1128254580520732883,27265,28143,31.99,36.0358,0,117,19.99
0,3.50,0.9345,deadeds8210,0.0260586319218241042,73396,31266,3.50,3.7452,0,17,1.00
0,0.99,1.00,my09131970,0.0912887828162291169,73396,20088,0.99,0.99,0,2,0.99
0,1.50,1.5151,wickercatxx,0.0487804878048780487,73396,68847,1.50,0.99,0,1,0.99
1,0.99,0.1074,sportsman20122012,0.6914600550964187327,73396,6792,0.99,9.2134,0,153,3.99
0,3.99,0.433,celebritychaser1990,0.2443674176776429809,73396,6792,3.99,9.2134,0,153,3.99
0,7.50,0.692,chucksmemorabilia,0.2953586497890295358,27265,25541,7.50,10.8371,0,201,7.01
0,2.95,0.8659,great_cards_and_autographs,0.0098920863309352517,73396,6082,2.95,3.4068,1,40,1.885
0,2.95,1.1844,great_cards_and_autographs,0.0098920863309352517,73396,10828,2.95,2.4907,1,43,0.99
0,10.49,0.9679,pastimecollectibles16,0.1192660550458715596,27265,25541,10.49,10.8371,0,201,7.01
1,4.74,0.1074,sportsman20122012,0.6914600550964187327,73396,6792,0.99,9.2134,0,153,3.99
0,29.95,2.7636,terry9998,0.0214723926380368098,27265,25541,29.95,10.8371,0,201,7.01
1,13.27,0.2772,livandroc!,0.0419664268585131894,27265,28143,9.99,36.0358,0,117,19.99
0,42.00,1.3932,sabratucson1,0.0812500000000000000,27265,24691,42.00,30.1456,1,162,19.995
1,21.53,0.4972,smcomstore,0.4898824436307573713,27265,24691,14.99,30.1456,0,162,19.995
0,39.99,1.1097,semelcc,0.1612903225806451612,27265,28143,39.99,36.0358,0,117,19.99
1,16.50,0.4972,smcomstore,0.4898824436307573713,27265,24691,14.99,30.1456,0,162,19.995
1,1.59,0.8882,bamafan62,0.5039267015706806282,27265,32637,1.59,1.79,0,2,1.79
0,5.00,2.5125,thesportshelf,0.2418154761904761904,73396,25793,5.00,1.99,0,1,1.99
0,0.99,0.3679,peacock7834,0.1811479726171669299,73396,20197,0.99,2.6907,0,14,1.015
0,19.00,1.7532,autograph-reference,0.0322354590049053959,27265,25541,19.00,10.8371,0,201,7.01
0,4.00,4.0404,jdavis1000,0.0104166666666666666,73396,68847,4.00,0.99,0,1,0.99
0,3.99,0.433,celebritychaser1990,0.2443674176776429809,73396,6792,3.99,9.2134,0,153,3.99
1,46.00,0.4972,smcomstore,0.4898824436307573713,27265,24691,14.99,30.1456,0,162,19.995
0,14.99,1.8629,itown239,0.0156250000000000000,27265,33533,14.99,8.0464,0,25,7.50
1,0.99,0.1074,lexstar3,0.4705882352941176470,73396,6792,0.99,9.2134,0,153,3.99
1,4.99,1.6495,harv914,0.2257015046766978446,27265,44628,4.99,3.025,0,4,3.06
0,31.99,0.8877,ksgmt,0.1128254580520732883,27265,28143,31.99,36.0358,0,117,19.99
0,39.99,1.3265,canseco932,0.1000000000000000000,27265,24691,39.99,30.1456,1,162,19.995
0,12.00,3.5223,sharkbrenton,0.1136363636363636363,73396,6082,12.00,3.4068,0,40,1.885
1,10.49,0.9218,mainlineautographs,0.1083333333333333333,27265,25541,9.99,10.8371,0,201,7.01
0,19.99,0.8058,psychopathic1134,0.0927419354838709677,27265,25859,19.99,24.8053,0,30,15.495
0,1.00,0.3581,azsky,0.0493827160493827160,73396,489,1.00,2.792,0,4,0.99
0,5.95,1.5523,bigchair2010,0.0068965517241379310,73396,17678,5.95,3.8329,0,13,2.01
0,7.99,0.7483,signatures_of_the_hall,0.2609637249593936112,73396,33012,7.99,10.6775,0,4,5.36
0,7.99,0.7483,signatures_of_the_hall,0.2609637249593936112,73396,33012,7.99,10.6775,0,4,5.36
0,9.99,3.4847,203fabolous,0.1653333333333333333,73396,33221,9.99,2.8668,0,30,2.25
1,1.00,0.267,lrs121701,0.2321428571428571428,73396,31266,1.00,3.7452,0,17,1.00
0,5.99,1.9801,harv914,0.2257015046766978446,27265,44628,5.99,3.025,0,4,3.06
0,0.79,0.2936,peacock7834,0.1811479726171669299,73396,20197,0.79,2.6907,0,14,1.015
1,26.00,0.0913,cantonandcooper,0.9058458354888773926,27265,25541,0.99,10.8371,1,201,7.01
0,99.95,4.0293,kong82,0.0419753086419753086,27265,25859,99.95,24.8053,0,30,15.495
0,1.99,1.6027,great_cards_and_autographs,0.0098920863309352517,73396,21465,1.99,1.2416,1,5,0.99
0,79.00,2.6206,legendaryinkcom,0.0057803468208092485,27265,24691,79.00,30.1456,0,162,19.995
1,6.45,0.0913,jgautographs,0.9938650306748466257,27265,25541,0.99,10.8371,0,201,7.01
0,0.99,1.00,my09131970,0.0912887828162291169,73396,20088,0.99,0.99,0,2,0.99
0,4.99,0.5416,iamoob1,0.0476190476190476190,73396,6792,4.99,9.2134,0,153,3.99
1,1.00,0.0968,gham7,0.2046511627906976744,73396,31392,1.00,10.3264,0,219,8.89
0,1.99,0.466,great_cards_and_autographs,0.0098920863309352517,73396,21757,1.99,4.27,1,1,2.29
0,30.00,0.9951,sabratucson1,0.0812500000000000000,27265,24691,30.00,30.1456,1,162,19.995
0,4.95,1.7729,great_cards_and_autographs,0.0098920863309352517,73396,489,4.95,2.792,1,4,0.99
0,2.95,0.8659,great_cards_and_autographs,0.0098920863309352517,73396,6082,2.95,3.4068,1,40,1.885
1,0.99,0.3974,the_sports_page,0.5533814589665653495,73396,10828,0.99,2.4907,0,43,0.99
1,0.99,0.1028,grandslamshop12,0.7391304347826086956,27265,11687,0.99,9.6232,0,43,4.25
0,1.59,0.4245,lowspark,0.0565693430656934306,73396,31266,1.59,3.7452,0,17,1.00
0,3.99,0.8459,harv914,0.2257015046766978446,27265,25776,3.99,4.7166,0,3,5.00
1,1.80,0.2758,lizzyslocker,0.7630586968228325255,27265,4963,0.99,3.5892,0,13,3.05
0,31.99,0.8877,ksgmt,0.1128254580520732883,27265,28143,31.99,36.0358,0,117,19.99
0,0.99,0.2103,kadstrictlymoose,0.1042183622828784119,27265,6105,0.99,4.7062,0,3,2.99
0,32.00,2.9528,drbasebal,0.0551724137931034482,27265,25541,32.00,10.8371,0,201,7.01
0,0.99,0.763,annamj12345,0.2721088435374149659,73396,6400,0.99,1.2975,0,11,0.99
0,3.99,1.6019,bucco2,0.0833333333333333333,73396,10828,3.99,2.4907,0,43,0.99
0,0.99,0.2103,kadstrictlymoose,0.1042183622828784119,27265,6105,0.99,4.7062,0,3,2.99
1,0.99,0.1028,grandslamshop12,0.7391304347826086956,27265,11687,0.99,9.6232,0,43,4.25
1,15.49,1.3832,stinsonsports,0.5544554455445544554,27265,25541,14.99,10.8371,0,201,7.01
0,0.99,0.2318,peacock7834,0.1811479726171669299,73396,21757,0.99,4.27,0,1,2.29
0,9.99,0.9218,bona98,0.2727272727272727272,27265,25541,9.99,10.8371,0,201,7.01
0,2.25,0.6007,sportsmaniac,0.0780000000000000000,73396,31266,2.25,3.7452,0,17,1.00
0,15.00,4.4029,sharkbrenton,0.1136363636363636363,73396,6082,15.00,3.4068,0,40,1.885
0,0.99,0.2103,teddytouch,0.2195121951219512195,27265,6105,0.99,4.7062,0,3,2.99
1,5.30,0.4068,zeppelin780,0.8716814159292035398,73396,6875,0.99,2.4333,0,3,1.50
0,1.99,1.00,great_cards_and_autographs,0.0098920863309352517,73396,25793,1.99,1.99,1,1,1.99
0,0.99,0.9428,my09131970,0.0912887828162291169,73396,11830,0.99,1.05,0,2,1.05
0,0.99,0.9428,my09131970,0.0912887828162291169,73396,11830,0.99,1.05,0,2,1.05
1,0.99,0.2643,my09131970,0.0912887828162291169,73396,31266,0.99,3.7452,0,17,1.00
0,2.99,0.436,intlstars,0.3919597989949748743,27265,1093,2.99,6.8571,0,1,12.00
0,2.99,0.7051,intlstars,0.3919597989949748743,27265,24107,2.99,4.24,0,4,2.99
0,4.99,1.3715,shamrock_sox_fan,0.3200000000000000000,73396,12706,4.99,3.6382,0,13,2.27
0,0.99,0.4436,the_sports_page,0.5533814589665653495,73396,17011,0.99,2.2313,0,14,0.995
0,29.99,0.9948,chubbyo,0.0116959064327485380,27265,24691,29.99,30.1456,0,162,19.995
0,0.99,0.2428,lizzyslocker,0.7630586968228325255,27265,967,0.99,4.0766,0,5,3.21
0,0.99,0.4451,the_sports_page,0.5533814589665653495,73396,3440,0.99,2.224,0,3,0.99
1,0.99,0.3545,peacock7834,0.1811479726171669299,73396,489,0.99,2.792,0,4,0.99
1,0.99,0.3155,autographmike,0.4396929824561403508,27265,15474,0.99,3.1371,0,6,1.99
1,31.99,0.8877,ksgmt,0.1128254580520732883,27265,28143,31.99,36.0358,0,117,19.99
0,0.99,0.2643,mikeyjmusc,0.0792307692307692307,73396,31266,0.99,3.7452,0,17,1.00
0,20.00,1.9118,autograph-reference,0.0322354590049053959,27265,32497,20.00,10.4612,0,5,7.99
1,1.29,0.0958,mojo640,0.5315985130111524163,73396,31392,0.99,10.3264,0,219,8.89
1,0.22,0.0034,inkcasualty,0.7253765932792584009,73396,33221,0.01,2.8668,0,30,2.25
0,5.95,1.5523,bigchair2010,0.0068965517241379310,73396,17678,5.95,3.8329,0,13,2.01
0,0.99,0.2643,quality_for_you,0.1124894276853679165,73396,31266,0.99,3.7452,0,17,1.00
1,0.49,0.1438,inkcasualty,0.7253765932792584009,73396,6082,0.49,3.4068,0,40,1.885
0,13.99,1.2909,pastimecollectibles16,0.1192660550458715596,27265,25541,13.99,10.8371,0,201,7.01
0,2.49,1.919,great_cards_and_autographs,0.0098920863309352517,73396,6400,2.49,1.2975,1,11,0.99
1,9.99,0.4027,tapbaseball2,0.1272923408845738942,27265,25859,9.99,24.8053,0,30,15.495
1,0.99,0.3974,bamafan62,0.5039267015706806282,73396,10828,0.99,2.4907,0,43,0.99
0,9.99,1.8163,ledgauges,0.0383152556698126496,27265,57924,9.99,5.50,0,1,5.50
1,29.25,0.4159,smcomstore,0.4898824436307573713,27265,28143,14.99,36.0358,1,117,19.99
0,14.99,1.8629,itown239,0.0156250000000000000,27265,33533,14.99,8.0464,0,25,7.50
0,32.00,2.9528,drbasebal,0.0551724137931034482,27265,25541,32.00,10.8371,0,201,7.01
0,0.99,1.00,pastimeauction2009,0.1277506112469437652,27265,31787,0.99,0.99,0,1,0.99
0,1.99,1.1117,bcsportscards,0.3638334778837814397,27265,32637,1.99,1.79,0,2,1.79
0,29.95,2.7636,terry9998,0.0214723926380368098,27265,25541,29.95,10.8371,0,201,7.01
0,19.99,0.8058,psychopathic1134,0.0927419354838709677,27265,25859,19.99,24.8053,0,30,15.495
1,2.33,0.1074,sportsman20122012,0.6914600550964187327,73396,6792,0.99,9.2134,0,153,3.99
0,9.99,0.9218,mlbnhl1003,0.1151515151515151515,27265,25541,9.99,10.8371,0,201,7.01
0,2.99,0.3245,2011jeff55,0.1590214067278287461,73396,6792,2.99,9.2134,0,153,3.99
1,2.90,0.3974,the_sports_page,0.5533814589665653495,73396,10828,0.99,2.4907,0,43,0.99
0,10.00,0.2775,jerseyboyauctions89,0.2378048780487804878,27265,28143,10.00,36.0358,0,117,19.99
1,14.99,0.4159,mjmauthentics,0.3750000000000000000,27265,28143,14.99,36.0358,0,117,19.99
0,14.99,1.4516,sf_sports_collectibles,0.0303030303030303030,73396,31392,14.99,10.3264,0,219,8.89
0,5.95,1.5887,tomdcharm5cas,0.2413793103448275862,73396,31266,5.95,3.7452,0,17,1.00
0,9.99,0.9218,bona98,0.2727272727272727272,27265,25541,9.99,10.8371,0,201,7.01
0,0.99,0.3974,the_sports_page,0.5533814589665653495,73396,10828,0.99,2.4907,0,43,0.99
0,9.99,0.9218,frankhrbaker,0.5625000000000000000,27265,25541,9.99,10.8371,0,201,7.01
0,6.99,0.645,mbianchi1215,0.1500000000000000000,27265,25541,6.99,10.8371,0,201,7.01
0,9.99,0.4027,richdo2389,0.3533190578158458244,27265,25859,9.99,24.8053,0,30,15.495
0,31.99,0.8877,ksgmt,0.1128254580520732883,27265,28143,31.99,36.0358,0,117,19.99
1,11.01,0.1104,craziobsessedsportsnut,0.9285714285714285714,27265,28143,3.98,36.0358,0,117,19.99
0,5.00,0.4753,ttm_auto_man,0.1355311355311355311,73396,7585,5.00,10.5175,0,7,4.52
1,6.02,0.2758,lizzyslocker,0.7630586968228325255,27265,4963,0.99,3.5892,0,13,3.05
0,0.99,0.2485,pdd1957,0.1870967741935483870,73396,31850,0.99,3.9833,0,2,4.725
0,3.99,0.433,douglas0234,0.4000000000000000000,73396,6792,3.99,9.2134,0,153,3.99
0,20.00,2.0783,autograph-reference,0.0322354590049053959,27265,11687,20.00,9.6232,0,43,4.25
1,5.99,0.58,celebritychaser1990,0.2443674176776429809,73396,31392,5.99,10.3264,0,219,8.89
0,3.50,0.9345,deadeds8210,0.0260586319218241042,73396,31266,3.50,3.7452,0,17,1.00
0,4.99,1.7406,clevelanddog56,0.1157024793388429752,73396,33221,4.99,2.8668,0,30,2.25
0,14.99,1.3832,pastimecollectibles16,0.1192660550458715596,27265,25541,14.99,10.8371,0,201,7.01
0,19.99,1.8445,pastimecollectibles16,0.1192660550458715596,27265,25541,19.99,10.8371,0,201,7.01
0,9.99,0.9218,bona98,0.2727272727272727272,27265,25541,9.99,10.8371,0,201,7.01
0,49.99,4.6372,piggyman2377,0.1705128205128205128,73396,44479,49.99,10.78,1,6,6.085
0,9.99,1.2642,odyssey-comics,0.8241758241758241758,73396,68930,9.99,7.9019,0,30,4.645
1,3.25,0.3939,lizzyslocker,0.7630586968228325255,27265,9517,0.99,2.5133,0,3,3.25
1,0.99,0.3453,bergy67,0.3620689655172413793,73396,33221,0.99,2.8668,0,30,2.25
0,4.99,0.1655,richdo2389,0.3533190578158458244,27265,24691,4.99,30.1456,0,162,19.995
0,1.50,1.5151,wickercatxx,0.0487804878048780487,73396,68847,1.50,0.99,0,1,0.99
1,41.01,0.4972,smcomstore,0.4898824436307573713,27265,24691,14.99,30.1456,0,162,19.995
1,1.99,0.4881,bcsportscards,0.3638334778837814397,27265,967,1.99,4.0766,0,5,3.21
1,22.50,0.2011,momajc,0.7500000000000000000,27265,25859,4.99,24.8053,0,30,15.495
0,14.99,1.6763,hurricane_drew,0.6824212271973466003,27265,31369,14.99,8.9423,0,12,3.015
0,155.00,14.3027,bpvsportspromotions,0.1425389755011135857,27265,25541,155.00,10.8371,0,201,7.01
0,99.95,4.0293,kong82,0.0419753086419753086,27265,25859,99.95,24.8053,0,30,15.495
1,3.28,0.1538,the_sports_page,0.5533814589665653495,73396,26503,0.99,6.4328,0,20,1.20
0,31.99,0.8877,ksgmt,0.1128254580520732883,27265,28143,31.99,36.0358,0,117,19.99
0,29.99,0.9948,halftime43,0.3529411764705882352,27265,24691,29.99,30.1456,0,162,19.995
0,39.99,1.1097,clemenshof2008,0.1083333333333333333,27265,28143,39.99,36.0358,0,117,19.99
1,0.99,0.2643,peacock7834,0.1811479726171669299,73396,31266,0.99,3.7452,0,17,1.00
1,10.49,0.3313,mitchten8,0.3678756476683937823,27265,24691,9.99,30.1456,0,162,19.995
0,3.99,1.6019,bucco2,0.0833333333333333333,73396,10828,3.99,2.4907,0,43,0.99
0,10.00,0.9227,jled27,0.2840909090909090909,27265,25541,10.00,10.8371,0,201,7.01
0,2.99,1.1112,bear-down,0.0203389830508474576,73396,20197,2.99,2.6907,0,14,1.015
0,1.50,1.5151,wickercatxx,0.0487804878048780487,73396,68847,1.50,0.99,0,1,0.99
0,3.50,0.9345,deadeds8210,0.0260586319218241042,73396,31266,3.50,3.7452,0,17,1.00
0,19.99,1.8445,pastimecollectibles16,0.1192660550458715596,27265,25541,19.99,10.8371,0,201,7.01
1,14.29,0.0913,probstein123,0.9796725014116318464,27265,25541,0.99,10.8371,0,201,7.01
1,28.00,0.4972,smcomstore,0.4898824436307573713,27265,24691,14.99,30.1456,0,162,19.995
0,10.00,0.2775,jerseyboyauctions89,0.2378048780487804878,27265,28143,10.00,36.0358,0,117,19.99
0,5.00,0.4753,ttm_auto_man,0.1355311355311355311,73396,7585,5.00,10.5175,0,7,4.52
0,19.99,1.9358,orlandosportscards,0.2106038291605301914,73396,31392,19.99,10.3264,0,219,8.89
0,0.99,0.1538,american_card_pickers,0.0536240424278137890,73396,26503,0.99,6.4328,0,20,1.20
0,39.99,1.1097,alwayslegitgraphs,0.0906432748538011695,27265,28143,39.99,36.0358,0,117,19.99
0,0.98,0.2616,seylk,0.4166666666666666666,73396,31266,0.98,3.7452,0,17,1.00
0,3.95,1.5858,great_cards_and_autographs,0.0098920863309352517,73396,10828,3.95,2.4907,1,43,0.99
0,1.99,0.5313,sportsmaniac,0.0780000000000000000,73396,31266,1.99,3.7452,0,17,1.00
1,0.50,0.224,rileymichael77,0.5839160839160839160,73396,17011,0.50,2.2313,0,14,0.995
0,24.99,0.6934,sabres16,0.2068965517241379310,27265,28143,24.99,36.0358,0,117,19.99
0,7.99,1.7169,zemlor57,0.0426829268292682926,73396,12122,7.99,4.6537,0,5,1.99
1,3.00,0.9562,autographmike,0.4396929824561403508,27265,15474,3.00,3.1371,0,6,1.99
0,4.99,0.4241,harv914,0.2257015046766978446,27265,29328,4.99,11.766,0,5,6.99
0,5.99,0.8735,harv914,0.2257015046766978446,27265,1093,5.99,6.8571,0,1,12.00
1,0.99,0.4451,charitysignings,0.1033492822966507177,73396,3440,0.99,2.224,0,3,0.99
1,16.50,0.4437,sylkapcb,0.2500000000000000000,27265,28143,15.99,36.0358,1,117,19.99
1,0.99,0.3679,rubytender,0.4415584415584415584,73396,20197,0.99,2.6907,0,14,1.015
1,0.99,0.1074,cabezatosh,0.4245283018867924528,73396,6792,0.99,9.2134,0,153,3.99
0,31.99,0.8877,ksgmt,0.1128254580520732883,27265,28143,31.99,36.0358,0,117,19.99
0,14.99,1.6763,hurricane_drew,0.6824212271973466003,27265,31369,14.99,8.9423,0,12,3.015
0,5.99,1.528,sa124691o3,0.0204081632653061224,27265,801,5.99,3.92,0,2,3.92
0,3.99,0.433,celebritychaser1990,0.2443674176776429809,73396,6792,3.99,9.2134,0,153,3.99
0,0.99,1.00,worldwideed,0.3500000000000000000,73396,6901,0.99,0.99,0,1,0.99
1,14.14,0.0913,krukcards,0.7205882352941176470,27265,25541,0.99,10.8371,1,201,7.01
0,32.00,2.9528,drbasebal,0.0551724137931034482,27265,25541,32.00,10.8371,0,201,7.01
1,1.49,0.5982,rebhan,0.2660256410256410256,73396,10828,1.49,2.4907,0,43,0.99
0,24.99,3.1625,billyballblue,0.0135135135135135135,73396,68930,24.99,7.9019,0,30,4.645
1,1.30,0.2905,inkcasualty,0.7253765932792584009,73396,6082,0.99,3.4068,0,40,1.885
1,3.20,0.2905,probstein123,0.9796725014116318464,73396,6082,0.99,3.4068,0,40,1.885
0,29.95,2.7636,terry9998,0.0214723926380368098,27265,25541,29.95,10.8371,0,201,7.01
0,29.95,2.7636,terry9998,0.0214723926380368098,27265,25541,29.95,10.8371,0,201,7.01
0,0.99,0.1983,brewski3333,0.2592592592592592592,27265,32345,0.99,4.99,0,2,4.99
0,5.99,1.528,sa124691o3,0.0204081632653061224,27265,801,5.99,3.92,0,2,3.92
0,14.99,1.8629,itown239,0.0156250000000000000,27265,33533,14.99,8.0464,0,25,7.50
1,1.00,0.267,lrs121701,0.2321428571428571428,73396,31266,1.00,3.7452,0,17,1.00
1,35.99,0.4972,smcomstore,0.4898824436307573713,27265,24691,14.99,30.1456,0,162,19.995
0,7.99,1.7169,zemlor57,0.0426829268292682926,73396,12122,7.99,4.6537,0,5,1.99
0,0.99,0.1538,american_card_pickers,0.0536240424278137890,73396,26503,0.99,6.4328,0,20,1.20
0,9.99,0.4027,richdo2389,0.3533190578158458244,27265,25859,9.99,24.8053,0,30,15.495
1,1.76,0.1028,grandslamshop12,0.7391304347826086956,27265,11687,0.99,9.6232,0,43,4.25
1,12.51,0.0913,krukcards,0.7205882352941176470,27265,25541,0.99,10.8371,1,201,7.01
0,7.99,1.0111,john.mceachron1,0.0757575757575757575,73396,68930,7.99,7.9019,0,30,4.645
0,0.99,1.00,worldwideed,0.3500000000000000000,73396,37117,0.99,0.99,0,2,0.99
1,31.99,0.8877,gemmintsportinc,0.1166666666666666666,27265,28143,31.99,36.0358,0,117,19.99
0,14.99,1.8629,itown239,0.0156250000000000000,27265,33533,14.99,8.0464,0,25,7.50
1,1.59,0.1782,bamafan62,0.5039267015706806282,27265,5338,1.59,8.9185,0,7,1.69
1,1.29,1.00,dantroop,0.9335793357933579335,73396,26712,1.29,1.29,0,3,1.29
1,2.99,1.0429,rick11093,0.2333333333333333333,73396,33221,2.99,2.8668,0,30,2.25
1,5.26,0.5661,rjwenterprisesinc,0.2546583850931677018,73396,12414,4.99,8.8133,0,13,3.26
0,2.99,0.7051,intlstars,0.3919597989949748743,27265,24107,2.99,4.24,0,4,2.99
1,26.33,0.4972,smcomstore,0.4898824436307573713,27265,24691,14.99,30.1456,0,162,19.995
1,26.10,0.0958,ym.2009,0.5555555555555555555,73396,31392,0.99,10.3264,0,219,8.89
1,1.59,0.1782,bamafan62,0.5039267015706806282,27265,5338,1.59,8.9185,0,7,1.69
1,1.82,0.0913,emmitt22zone,0.2666666666666666666,27265,25541,0.99,10.8371,0,201,7.01
0,0.99,0.4974,thehunt13622,0.0565371024734982332,73396,25793,0.99,1.99,0,1,1.99
0,29.99,3.7952,thaddius22,0.0294117647058823529,73396,68930,29.99,7.9019,0,30,4.645
1,0.99,0.763,annamj12345,0.2721088435374149659,73396,6400,0.99,1.2975,0,11,0.99
1,2.99,0.7051,intlstars,0.3919597989949748743,27265,24107,2.99,4.24,0,4,2.99
0,9.99,3.578,iamthe4x6king,0.0188556566970091027,73396,489,9.99,2.792,0,4,0.99
0,39.99,1.1097,alwayslegitgraphs,0.0906432748538011695,27265,28143,39.99,36.0358,0,117,19.99
0,0.99,0.1538,american_card_pickers,0.0536240424278137890,73396,26503,0.99,6.4328,0,20,1.20
0,0.99,0.4451,the_sports_page,0.5533814589665653495,73396,3440,0.99,2.224,0,3,0.99
1,18.00,0.0009,dansbbcards1988,0.4876847290640394088,27265,25541,0.01,10.8371,0,201,7.01
0,29.99,2.7673,livandroc!,0.0419664268585131894,27265,25541,29.99,10.8371,0,201,7.01
0,9.99,3.4847,203fabolous,0.1653333333333333333,73396,33221,9.99,2.8668,0,30,2.25
0,1.99,0.466,great_cards_and_autographs,0.0098920863309352517,73396,21757,1.99,4.27,1,1,2.29
0,3.99,1.7881,medic-34,0.0944000000000000000,73396,17011,3.99,2.2313,0,14,0.995
0,14.99,1.3832,danaturalsparky,0.0652173913043478260,27265,25541,14.99,10.8371,0,201,7.01
0,5.99,0.9412,harv914,0.2257015046766978446,27265,20486,5.99,6.3637,0,7,5.99
0,2.95,1.1844,great_cards_and_autographs,0.0098920863309352517,73396,10828,2.95,2.4907,1,43,0.99
0,165.00,15.2254,bpvsportspromotions,0.1425389755011135857,27265,25541,165.00,10.8371,0,201,7.01
0,1.99,1.6027,great_cards_and_autographs,0.0098920863309352517,73396,21465,1.99,1.2416,1,5,0.99
0,15.00,4.4029,sharkbrenton,0.1136363636363636363,73396,6082,15.00,3.4068,0,40,1.885
0,24.99,3.1625,billyballblue,0.0135135135135135135,73396,68930,24.99,7.9019,0,30,4.645
0,5.99,0.758,mjsjjsmjs,0.1515151515151515151,73396,68930,5.99,7.9019,0,30,4.645
1,29.00,0.4972,smcomstore,0.4898824436307573713,27265,24691,14.99,30.1456,0,162,19.995
