QuantitySold,Price,StartingBidPercent,SellerName,SellerClosePercent,Category,PersonID,StartingBid,AvgPrice,ItemAuctionSellPercent,AuctionSaleCount,AuctionMedianPrice
0,2.49,3.7539,great_cards_and_autographs,0.0098920863309352517,73396,5712,2.49,0.6633,1,3,0.99
0,17.99,1.6893,eracer24,0.1666666666666666666,73396,1192,17.99,10.649,0,11,9.75
0,19.99,0.6902,auolani,0.0476190476190476190,27265,30389,19.99,28.9607,0,4,15.225
1,19.99,1.5563,tapbaseball2,0.1272923408845738942,27265,68637,19.99,12.844,0,27,9.99
1,5.72,0.0929,lizzyslocker,0.7630586968228325255,73396,1192,0.99,10.649,0,11,9.75
0,17.00,3.1097,sinatra98,0.3468208092485549132,27265,43977,17.00,5.4667,0,61,3.41
0,3.99,0.5355,signatures_of_the_hall,0.2609637249593936112,73396,43482,3.99,7.45,0,9,7.06
0,30.00,2.3357,dmvsports2012,0.0413223140495867768,27265,68637,30.00,12.844,0,27,9.99
1,2.27,0.267,the_sports_page,0.5533814589665653495,73396,9748,0.99,3.7066,0,6,4.49
1,0.99,0.3352,candbautographes,0.1334332833583208395,73396,22818,0.99,2.9528,0,22,0.99
0,34.99,4.6966,ia2ca,0.0257441673370876910,73396,43482,34.99,7.45,0,9,7.06
0,5.99,1.0957,bookwyrm3,0.1931034482758620689,27265,43977,5.99,5.4667,0,61,3.41
0,99.99,0.3899,jacksonscollection,0.0699300699300699300,27265,41152,99.99,256.4396,0,45,19.99
0,1.95,0.456,collectibles-nj,0.0361445783132530120,73396,13117,1.95,4.276,0,3,0.99
0,19.99,1.5563,alwayslegitgraphs,0.0906432748538011695,27265,68637,19.99,12.844,0,27,9.99
0,4.99,0.6697,bcsportscards,0.3638334778837814397,73396,43482,4.99,7.45,0,9,7.06
0,11.99,1.1259,mainlineautographs,0.1083333333333333333,73396,1192,11.99,10.649,0,11,9.75
0,34.95,0.1362,real-mccoy2,0.2118742724097788125,27265,41152,34.95,256.4396,0,45,19.99
0,0.99,0.3352,candbautographes,0.1334332833583208395,73396,22818,0.99,2.9528,0,22,0.99
0,0.99,0.4962,bertmc,0.1122807017543859649,73396,18447,0.99,1.995,0,2,1.995
0,9.99,1.8274,lightningfan13,0.0468227424749163879,27265,43977,9.99,5.4667,0,61,3.41
1,19.99,0.0779,realdealsportsli,0.1686635944700460829,27265,41152,19.99,256.4396,0,45,19.99
0,0.99,0.1685,joprondek,0.6400000000000000000,27265,2964,0.99,5.872,0,15,5.50
0,0.99,0.4962,bertmc,0.1122807017543859649,73396,18447,0.99,1.995,0,2,1.995
1,3.27,0.181,lizzyslocker,0.7630586968228325255,27265,43977,0.99,5.4667,0,61,3.41
0,5.00,1.1028,peyton,0.0325203252032520325,73396,9373,5.00,4.5336,0,8,1.50
0,19.99,1.436,mainlineautographs,0.1083333333333333333,73396,23296,19.99,13.92,0,8,6.065
0,9.99,0.8382,thebug23,0.0420168067226890756,27265,44312,9.99,11.918,0,37,9.99
0,3.33,0.567,prettysam1012,0.5638474295190713101,27265,2964,3.33,5.872,0,15,5.50
0,19.99,1.5563,authenticautographs13,0.1025641025641025641,27265,68637,19.99,12.844,0,27,9.99
0,9.99,0.7777,mitchten8,0.3678756476683937823,27265,68637,9.99,12.844,0,27,9.99
0,19.99,0.6902,auolani,0.0476190476190476190,27265,30389,19.99,28.9607,0,4,15.225
1,9.99,0.53,barnettscards,0.4938271604938271604,73396,43233,9.99,18.8472,0,6,8.995
0,5.00,1.1028,sportcardmaniallc,0.1971830985915492957,73396,9373,5.00,4.5336,0,8,1.50
0,0.99,0.2981,cabezatosh,0.4245283018867924528,73396,22712,0.99,3.32,0,2,3.485
0,19.95,0.6888,sportsgalleryauthenticated,0.0971014492753623188,27265,30389,19.95,28.9607,0,4,15.225
1,2.44,0.181,lizzyslocker,0.7630586968228325255,27265,43977,0.99,5.4667,0,61,3.41
0,4.00,0.2183,capitalcards-ny,0.2087326943556975505,27265,6891,4.00,18.3163,0,18,5.97
1,2.84,0.181,lizzyslocker,0.7630586968228325255,27265,43977,0.99,5.4667,0,61,3.41
0,20.00,5.1957,meier247,0.3333333333333333333,73396,18633,20.00,3.8493,1,45,1.85
0,9.99,0.8382,calabinder,0.6279069767441860465,27265,44312,9.99,11.918,0,37,9.99
0,5.00,1.1028,deadeds8210,0.0260586319218241042,73396,9373,5.00,4.5336,0,8,1.50
0,1.50,2.2614,kirby1girl,0.0694444444444444444,73396,5712,1.50,0.6633,0,3,0.99
0,30.00,2.3357,dmvsports2012,0.0413223140495867768,27265,68637,30.00,12.844,0,27,9.99
1,3.36,0.181,lizzyslocker,0.7630586968228325255,27265,43977,0.99,5.4667,0,61,3.41
1,5.50,0.5091,kzjr19,0.3870967741935483870,27265,2964,2.99,5.872,0,15,5.50
1,4.99,1.3462,shimmy9,0.5000000000000000000,73396,9748,4.99,3.7066,0,6,4.49
1,1.04,0.1908,grandslamshop12,0.7391304347826086956,27265,19403,0.99,5.186,0,13,2.24
0,14.99,15.1414,863*hensley,0.7413333333333333333,73396,2194,14.99,0.99,0,1,0.99
1,5.51,0.181,lizzyslocker,0.7630586968228325255,27265,43977,0.99,5.4667,0,61,3.41
0,14.99,3.8942,hurricane_drew,0.6824212271973466003,73396,18633,14.99,3.8493,0,45,1.85
1,10.50,1.5561,meier247,0.3333333333333333333,73396,18633,5.99,3.8493,1,45,1.85
0,6.99,0.5021,rjwenterprisesinc,0.2546583850931677018,73396,23296,6.99,13.92,0,8,6.065
1,15.49,0.7777,mitchten8,0.3678756476683937823,27265,68637,9.99,12.844,0,27,9.99
0,3.95,1.1427,great_cards_and_autographs,0.0098920863309352517,73396,8663,3.95,3.4566,1,6,2.90
0,9.99,5.4293,iamthe4x6king,0.0188556566970091027,73396,32261,9.99,1.84,0,1,1.84
0,4.00,0.2183,capitalcards-ny,0.2087326943556975505,27265,6891,4.00,18.3163,0,18,5.97
0,2.99,0.5469,rock78,0.4400000000000000000,27265,43977,2.99,5.4667,0,61,3.41
0,0.99,0.2183,lock-em-up-bob,0.6058510638297872340,73396,9373,0.99,4.5336,0,8,1.50
0,9.99,3.3355,bearistasrus208,0.0091638029782359679,73396,31434,9.99,2.995,0,2,2.995
0,0.99,0.3449,fandan,0.5000000000000000000,73396,23110,0.99,2.87,0,4,2.75
0,9.99,3.2093,mr.skids,0.4090909090909090909,73396,30933,9.99,3.1128,0,7,3.50
0,0.99,0.1685,prettysam1012,0.5638474295190713101,27265,2964,0.99,5.872,0,15,5.50
0,1.99,0.9974,pcalhoun_123,0.0937500000000000000,73396,18447,1.99,1.995,0,2,1.995
0,2.99,0.9605,brown,0.1007604562737642585,73396,30933,2.99,3.1128,0,7,3.50
1,18.88,0.0662,dantroop,0.9335793357933579335,73396,9456,1.25,18.88,0,1,18.88
0,7.99,0.19,jkfcoins,0.0138888888888888888,27265,19486,7.99,42.0456,0,9,9.99
0,0.99,0.7878,peacock7834,0.1811479726171669299,73396,27206,0.99,1.2566,0,3,0.99
0,3.00,0.1635,lasportsmemorabilia,0.5291970802919708029,73396,43542,3.00,18.345,0,2,9.69
0,19.99,1.2069,nrc-collectibles,0.0035587188612099644,73396,28265,19.99,16.5618,0,396,8.015
0,2.49,1.8823,great_cards_and_autographs,0.0098920863309352517,73396,6064,2.49,1.3228,1,5,0.99
0,8.95,0.5404,ozzy4sure,0.0714285714285714285,73396,28265,8.95,16.5618,0,396,8.015
0,8.95,0.5404,ozzy4sure,0.0714285714285714285,73396,28265,8.95,16.5618,0,396,8.015
0,5.99,1.0251,bookwyrm3,0.1931034482758620689,27265,21089,5.99,5.8433,0,6,5.745
0,25.00,1.5094,edwindonald,0.0118343195266272189,73396,28265,25.00,16.5618,0,396,8.015
1,2.26,0.0606,grandslamshop12,0.7391304347826086956,27265,7395,0.99,16.318,0,154,9.99
0,2.49,1.631,great_cards_and_autographs,0.0098920863309352517,73396,27624,2.49,1.5266,1,5,0.99
0,0.89,0.8989,peacock7834,0.1811479726171669299,73396,6230,0.89,0.99,0,7,0.99
1,22.79,0.3057,yanxyanx,1.0000000000000000000,27265,7395,4.99,16.318,0,154,9.99
0,2.49,1.631,great_cards_and_autographs,0.0098920863309352517,73396,27624,2.49,1.5266,1,5,0.99
0,0.99,1.8221,the_sports_page,0.5533814589665653495,73396,23253,0.99,0.5433,0,3,0.54
0,1.59,1.1865,bamafan62,0.5039267015706806282,27265,8663,1.59,1.34,0,2,1.34
0,1.99,1.485,bcsportscards,0.3638334778837814397,27265,8663,1.99,1.34,0,2,1.34
1,60.00,0.0396,jos.360,0.5531914893617021276,73396,9307,0.99,24.9792,0,214,17.50
0,14.99,0.905,qualitysignatures,0.0294117647058823529,73396,28265,14.99,16.5618,0,396,8.015
0,14.94,0.902,john31311,0.0465631929046563192,73396,28265,14.94,16.5618,0,396,8.015
1,10.50,0.0561,kmac-716,0.8039215686274509803,73396,33515,0.99,17.6224,0,30,12.30
0,6.00,0.7339,bcsportscards,0.3638334778837814397,73396,57780,6.00,8.1746,0,39,5.13
0,0.99,0.7484,harryjean0,0.1282694374776065926,73396,6064,0.99,1.3228,0,5,0.99
0,20.00,1.0036,autograph-reference,0.0322354590049053959,27265,25726,20.00,19.928,0,18,9.99
0,20.00,1.0036,autograph-reference,0.0322354590049053959,27265,25726,20.00,19.928,0,18,9.99
0,14.99,0.9186,mlbnhl1003,0.1151515151515151515,27265,7395,14.99,16.318,0,154,9.99
0,29.99,1.8107,actioncards*collect,0.6060606060606060606,73396,28265,29.99,16.5618,0,396,8.015
1,7.00,0.1401,probstein123,0.9796725014116318464,73396,18716,0.99,7.0614,1,49,3.76
1,46.01,1.8821,bcsportscards,0.3638334778837814397,73396,25829,39.99,21.2475,0,4,14.495
1,0.99,0.5904,peacock7834,0.1811479726171669299,73396,31451,0.99,1.6766,0,3,1.54
0,0.01,0.006,millenniumsports,0.0553077609277430865,73396,18006,0.01,1.6633,0,1,0.99
1,1.04,0.0396,chubrock50,0.9195979899497487437,73396,9307,0.99,24.9792,0,214,17.50
1,34.99,2.1126,qualitysignatures,0.0294117647058823529,73396,28265,34.99,16.5618,1,396,8.015
0,25.00,1.5094,edwindonald,0.0118343195266272189,73396,28265,25.00,16.5618,0,396,8.015
0,0.99,1.98,harryjean0,0.1282694374776065926,73396,32931,0.99,0.50,0,2,0.50
1,0.99,1.00,harv914,0.2257015046766978446,27265,15759,0.99,0.99,0,2,0.99
0,9.99,1.7045,tuesdaynightcrew,0.3333333333333333333,73396,17740,9.99,5.8607,0,10,4.895
0,8.95,0.5404,ozzy4sure,0.0714285714285714285,73396,28265,8.95,16.5618,0,396,8.015
0,3.50,2.6459,deadeds8210,0.0260586319218241042,73396,6064,3.50,1.3228,0,5,0.99
1,9.99,1.7096,mainlineautographs,0.1083333333333333333,27265,21089,9.99,5.8433,0,6,5.745
0,0.99,0.477,amishplumber,0.1707317073170731707,73396,5563,0.99,2.0753,0,9,0.99
0,8.99,0.5428,harryjean0,0.1282694374776065926,73396,28265,8.99,16.5618,0,396,8.015
1,0.99,0.3655,roccoyankee,0.1573033707865168539,73396,10392,0.99,2.7086,0,35,0.99
0,1.99,1.3035,great_cards_and_autographs,0.0098920863309352517,73396,27624,1.99,1.5266,1,5,0.99
0,0.99,0.3449,my09131970,0.0912887828162291169,73396,33154,0.99,2.87,0,2,2.87
0,0.99,0.3655,charitysignings,0.1033492822966507177,73396,10392,0.99,2.7086,0,35,0.99
0,4.39,0.9903,broadaxe63,0.0151802656546489563,27265,16595,4.39,4.4328,0,7,2.75
0,2.99,0.4783,pastimeauction2009,0.1277506112469437652,27265,14966,2.99,6.2502,0,18,1.99
0,0.99,0.0396,armed_american,0.9275362318840579710,73396,9307,0.99,24.9792,0,214,17.50
1,10.50,0.6031,adamyaz,0.5135135135135135135,73396,28265,9.99,16.5618,1,396,8.015
0,14.95,0.9161,mlbnhl1003,0.1151515151515151515,27265,7395,14.95,16.318,0,154,9.99
0,10.50,0.6339,edwindonald,0.0118343195266272189,73396,28265,10.50,16.5618,0,396,8.015
0,16.95,4.6248,bargetender309,0.0232558139534883720,27265,21381,16.95,3.665,0,4,3.135
0,12.50,0.7547,edwindonald,0.0118343195266272189,73396,28265,12.50,16.5618,0,396,8.015
0,22.50,1.3585,edwindonald,0.0118343195266272189,73396,28265,22.50,16.5618,0,396,8.015
0,9.00,0.5434,edwindonald,0.0118343195266272189,73396,28265,9.00,16.5618,0,396,8.015
0,9.99,1.7096,lightningfan13,0.0468227424749163879,27265,21089,9.99,5.8433,0,6,5.745
0,4.99,0.7991,harv914,0.2257015046766978446,27265,25961,4.99,6.244,0,10,5.25
0,8.95,0.5404,ozzy4sure,0.0714285714285714285,73396,28265,8.95,16.5618,0,396,8.015
0,8.95,0.5404,ozzy4sure,0.0714285714285714285,73396,28265,8.95,16.5618,0,396,8.015
0,3.99,0.542,wabtrading,0.2676056338028169014,73396,6356,3.99,7.361,0,47,3.02
0,1.99,1.1869,quality_for_you,0.1124894276853679165,73396,31451,1.99,1.6766,0,3,1.54
0,9.99,0.671,denniswcolgin,0.2920792079207920792,27265,8746,9.99,14.8872,0,18,11.225
0,99.61,6.0144,dickersonfangreg,0.7217391304347826086,73396,28265,99.61,16.5618,1,396,8.015
0,24.99,1.5088,dcameron99,0.3717532467532467532,73396,28265,24.99,16.5618,1,396,8.015
1,23.49,0.0396,wigslovesmicien,0.8656716417910447761,73396,9307,0.99,24.9792,0,214,17.50
0,0.99,0.6495,bergy67,0.3620689655172413793,73396,13177,0.99,1.5242,0,21,0.99
0,9.99,2.661,bb24graphpak,0.0555555555555555555,27265,7979,9.99,3.7542,0,19,3.24
0,5.99,3.9237,signatures_of_the_hall,0.2609637249593936112,73396,27624,5.99,1.5266,0,5,0.99
0,0.99,0.7484,charitysignings,0.1033492822966507177,73396,6064,0.99,1.3228,0,5,0.99
0,13.99,0.8447,qualitysignatures,0.0294117647058823529,73396,28265,13.99,16.5618,0,396,8.015
0,7.99,2.6722,oaklandconsignments,0.1967213114754098360,27265,44538,7.99,2.99,0,1,2.99
0,8.99,0.5428,harryjean0,0.1282694374776065926,73396,28265,8.99,16.5618,0,396,8.015
0,3.00,1.5394,deadeds8210,0.0260586319218241042,73396,28583,3.00,1.9488,0,8,1.14
0,0.79,0.2752,gomets1720,0.1831501831501831501,73396,33154,0.79,2.87,0,2,2.87
1,0.99,0.3655,the_sports_page,0.5533814589665653495,73396,10392,0.99,2.7086,0,35,0.99
0,8.95,0.5404,ozzy4sure,0.0714285714285714285,73396,28265,8.95,16.5618,0,396,8.015
0,0.99,1.00,peacock7834,0.1811479726171669299,73396,6230,0.99,0.99,0,7,0.99
0,14.99,0.905,daniellef-m,0.0735294117647058823,73396,28265,14.99,16.5618,0,396,8.015
0,15.00,0.6004,newtowhat,0.2500000000000000000,73396,9307,15.00,24.9792,0,214,17.50
0,3.00,0.3669,metrostars1,0.1428571428571428571,73396,57780,3.00,8.1746,0,39,5.13
0,14.99,0.9186,sportsfanpromotions,0.2500000000000000000,27265,7395,14.99,16.318,1,154,9.99
0,7.99,0.4896,bart6667,0.2121212121212121212,27265,7395,7.99,16.318,0,154,9.99
0,49.99,3.0183,wagonmaster5,0.0784313725490196078,73396,28265,49.99,16.5618,0,396,8.015
0,30.00,1.8113,edwindonald,0.0118343195266272189,73396,28265,30.00,16.5618,0,396,8.015
0,0.99,0.7484,charitysignings,0.1033492822966507177,73396,6064,0.99,1.3228,0,5,0.99
0,0.99,0.4922,bamafan62,0.5039267015706806282,73396,17923,0.99,2.0112,0,14,0.99
1,11.01,0.0561,kmac-716,0.8039215686274509803,73396,33515,0.99,17.6224,0,30,12.30
1,49.95,1.9996,newtowhat,0.2500000000000000000,73396,9307,49.95,24.9792,0,214,17.50
0,5.99,0.3399,opheliasong,0.1404682274247491638,73396,33515,5.99,17.6224,0,30,12.30
0,9.99,1.222,wwwprpsportscom,0.4076086956521739130,73396,57780,9.99,8.1746,0,39,5.13
0,5.99,0.2397,bwhi9913,0.5976143141153081510,73396,9307,5.99,24.9792,0,214,17.50
0,6.49,0.3682,opheliasong,0.1404682274247491638,73396,33515,6.49,17.6224,0,30,12.30
0,19.99,1.2069,usacard,0.1180555555555555555,73396,28265,19.99,16.5618,0,396,8.015
0,8.00,2.1309,jramirez99-us,0.0937500000000000000,27265,7979,8.00,3.7542,0,19,3.24
0,4.99,1.6688,pastimeauction2009,0.1277506112469437652,27265,44538,4.99,2.99,0,1,2.99
0,8.95,0.5404,ozzy4sure,0.0714285714285714285,73396,28265,8.95,16.5618,0,396,8.015
0,0.99,0.7484,harryjean0,0.1282694374776065926,73396,6064,0.99,1.3228,0,5,0.99
1,4.75,0.1845,billymartinhof,0.9119170984455958549,73396,10392,0.50,2.7086,0,35,0.99
0,6.94,2.5622,john31311,0.0465631929046563192,73396,10392,6.94,2.7086,0,35,0.99
0,0.99,1.8221,the_sports_page,0.5533814589665653495,73396,23253,0.99,0.5433,0,3,0.54
0,2.49,1.631,great_cards_and_autographs,0.0098920863309352517,73396,27624,2.49,1.5266,1,5,0.99
1,2.25,0.0396,dunnell.z,0.2601626016260162601,73396,9307,0.99,24.9792,0,214,17.50
0,18.00,0.7205,newtowhat,0.2500000000000000000,73396,9307,18.00,24.9792,0,214,17.50
0,3.00,0.3761,tktwrtr25,0.5625000000000000000,27265,4401,3.00,7.9755,0,9,9.99
0,14.99,0.905,qualitysignatures,0.0294117647058823529,73396,28265,14.99,16.5618,0,396,8.015
0,8.95,0.5404,ozzy4sure,0.0714285714285714285,73396,28265,8.95,16.5618,0,396,8.015
1,42.00,0.0561,kmac-716,0.8039215686274509803,73396,33515,0.99,17.6224,0,30,12.30
0,6.94,2.5622,john31311,0.0465631929046563192,73396,10392,6.94,2.7086,0,35,0.99
0,2.49,1.8823,great_cards_and_autographs,0.0098920863309352517,73396,6064,2.49,1.3228,1,5,0.99
0,2.97,2.2452,etown99,0.0281690140845070422,73396,6064,2.97,1.3228,0,5,0.99
0,8.95,0.5404,ozzy4sure,0.0714285714285714285,73396,28265,8.95,16.5618,0,396,8.015
0,20.00,1.2075,edwindonald,0.0118343195266272189,73396,28265,20.00,16.5618,0,396,8.015
1,0.99,0.1801,echobobb,0.7713864306784660766,73396,24338,0.99,5.4956,0,12,3.415
1,3.99,0.2264,mhun3579,0.1941747572815533980,73396,33515,3.99,17.6224,0,30,12.30
0,11.95,0.8027,bravesman44,0.4210526315789473684,27265,8746,11.95,14.8872,0,18,11.225
0,3.00,1.20,hapehollidaze,0.0412371134020618556,73396,23754,3.00,2.50,0,3,0.99
0,24.99,1.5088,baseballhal44,0.1407035175879396984,73396,28265,24.99,16.5618,0,396,8.015
1,3.00,0.3761,tktwrtr25,0.5625000000000000000,27265,4401,3.00,7.9755,0,9,9.99
0,4.99,0.6487,shamrock_sox_fan,0.3200000000000000000,73396,25069,4.99,7.6921,0,15,2.99
0,5.99,3.3123,1trackstar,0.1440329218106995884,73396,28298,5.99,1.8084,0,41,0.99
0,39.99,5.0305,maddiemoonstone,0.1458333333333333333,73396,68650,39.99,7.9495,1,19,7.39
0,19.99,2.4759,2525emme,0.0565068493150684931,73396,44365,19.99,8.0736,0,33,5.99
0,24.99,2.2075,mays-24,0.0555555555555555555,73396,5410,24.99,11.32,0,24,5.50
0,12.00,2.272,kinsella67,0.0563063063063063063,73396,30568,12.00,5.2816,0,129,3.00
0,34.99,2.6636,palmbeachautographs,0.0393013100436681222,27265,33419,34.99,13.136,0,10,12.745
0,14.99,2.4001,bearistasrus208,0.0091638029782359679,73396,14000,14.99,6.2454,0,47,4.25
0,14.95,1.8368,misterinksignatures,0.0318886144172467999,27265,30671,14.95,8.1389,0,89,5.95
0,9.50,1.1766,delo-city,0.0434782608695652173,73396,44365,9.50,8.0736,0,33,5.99
0,1.99,0.664,kinsella67,0.0563063063063063063,73396,10631,1.99,2.9966,0,3,3.00
1,1.99,0.2788,bcsportscards,0.3638334778837814397,27265,4056,1.99,7.1357,0,5,4.99
0,3.49,0.962,great_cards_and_autographs,0.0098920863309352517,73396,3243,3.49,3.6275,1,4,1.12
0,34.99,3.1152,54hockeypuck,0.1631578947368421052,73396,2032,34.99,11.2317,0,34,5.255
0,0.49,0.2709,kadstrictlymoose,0.1042183622828784119,73396,28298,0.49,1.8084,0,41,0.99
0,9.99,3.4795,bearistasrus208,0.0091638029782359679,73396,27379,9.99,2.8711,0,11,1.00
0,34.99,5.6025,dick889,0.0978260869565217391,73396,14000,34.99,6.2454,0,47,4.25
0,2.49,1.009,great_cards_and_autographs,0.0098920863309352517,73396,1809,2.49,2.4676,1,27,1.00
0,11.99,0.4941,autographmike,0.4396929824561403508,27265,4697,11.99,24.2636,0,149,15.00
0,6.94,2.2415,john31311,0.0465631929046563192,73396,10840,6.94,3.0961,0,10,2.495
0,14.95,1.8368,misterinksignatures,0.0318886144172467999,27265,30671,14.95,8.1389,0,89,5.95
0,2.99,1.5025,bcsportscards,0.3638334778837814397,27265,17644,2.99,1.99,0,1,1.99
1,1.04,0.0954,northmainauctions,0.2978056426332288401,27265,30170,0.99,10.3695,0,55,5.00
1,1.99,1.00,bcsportscards,0.3638334778837814397,27265,17644,1.99,1.99,0,1,1.99
0,7.94,1.7802,john31311,0.0465631929046563192,73396,35709,7.94,4.46,0,31,3.10
0,0.99,0.3459,candbautographes,0.1334332833583208395,73396,14793,0.99,2.8615,0,14,0.99
1,5.00,0.6143,ledgauges,0.0383152556698126496,27265,30671,5.00,8.1389,0,89,5.95
1,3.25,0.0018,mwalker3philly,0.5714285714285714285,73396,30568,0.01,5.2816,0,129,3.00
0,9.99,0.9634,fiberguy.239,0.1470588235294117647,27265,30170,9.99,10.3695,0,55,5.00
0,6.99,0.3611,sabres16,0.2068965517241379310,27265,28922,6.99,19.3557,0,3,11.59
0,24.99,3.1435,portfolio443,0.1093750000000000000,73396,68650,24.99,7.9495,0,19,7.39
0,2.25,0.4683,sportsmaniac,0.0780000000000000000,73396,11716,2.25,4.8043,0,16,1.145
1,5.99,0.9133,harv914,0.2257015046766978446,27265,23910,5.99,6.5581,0,22,5.495
0,1.99,0.2512,sondak,0.2500000000000000000,27265,3472,1.99,7.92,0,7,0.99
0,9.99,5.7085,ledgauges,0.0383152556698126496,27265,37080,9.99,1.75,0,2,1.75
0,34.99,3.1152,54hockeypuck,0.1631578947368421052,73396,2032,34.99,11.2317,0,34,5.255
0,3.49,0.962,great_cards_and_autographs,0.0098920863309352517,73396,3243,3.49,3.6275,1,4,1.12
1,4.99,0.9447,jimam56,0.4000000000000000000,73396,30568,4.99,5.2816,0,129,3.00
0,3.50,0.6232,cwee2899,0.2248520710059171597,73396,68859,3.50,5.6154,0,10,1.88
0,50.00,2.0606,mangino2006,0.0595238095238095238,27265,4697,50.00,24.2636,0,149,15.00
1,21.50,0.0408,cantonandcooper,0.9058458354888773926,27265,4697,0.99,24.2636,1,149,15.00
1,29.90,0.0166,chrismc612,0.6363636363636363636,27265,34,0.99,59.5023,0,346,36.24
1,2.29,0.1585,lock-em-up-bob,0.6058510638297872340,73396,14000,0.99,6.2454,0,47,4.25
0,0.99,0.4669,american_card_pickers,0.0536240424278137890,73396,5593,0.99,2.12,0,7,1.00
1,1.99,0.3767,jimam56,0.4000000000000000000,73396,30568,1.99,5.2816,0,129,3.00
0,4.99,1.6652,thunder-1955,0.1042780748663101604,73396,10631,4.99,2.9966,0,3,3.00
1,0.99,0.2496,dantroop,0.9335793357933579335,73396,11424,0.99,3.9657,0,26,2.755
0,3.50,0.7783,deadeds8210,0.0260586319218241042,73396,14126,3.50,4.4966,0,2,4.995
1,3.49,1.00,great_cards_and_autographs,0.0098920863309352517,73396,35417,3.49,3.49,1,1,3.49
0,3.99,0.8946,2011jeff55,0.1590214067278287461,73396,35709,3.99,4.46,0,31,3.10
0,1.99,2.2873,pcalhoun_123,0.0937500000000000000,73396,9838,1.99,0.87,0,2,0.87
0,9.99,1.5995,bearistasrus208,0.0091638029782359679,73396,14000,9.99,6.2454,0,47,4.25
0,9.99,2.2399,bearistasrus208,0.0091638029782359679,73396,35709,9.99,4.46,0,31,3.10
0,34.99,5.6025,dick889,0.0978260869565217391,73396,14000,34.99,6.2454,0,47,4.25
0,54.99,0.9241,guitarpickinchris,0.0779220779220779220,27265,34,54.99,59.5023,1,346,36.24
1,1.04,0.5474,harryjean0,0.1282694374776065926,73396,28298,0.99,1.8084,0,41,0.99
0,12.50,2.0014,r_grell,0.0201729106628242074,73396,14000,12.50,6.2454,0,47,4.25
0,1.99,1.1004,packersfan792011,0.0465116279069767441,73396,28298,1.99,1.8084,0,41,0.99
0,2.99,1.2117,the-autographed-card,0.0285152409046214355,73396,1809,2.99,2.4676,0,27,1.00
0,0.99,0.5474,american_card_pickers,0.0536240424278137890,73396,28298,0.99,1.8084,0,41,0.99
1,62.00,0.0334,wrcam,0.9351851851851851851,27265,34,1.99,59.5023,0,346,36.24
0,15.00,0.356,kernels422,0.4356164383561643835,73396,68733,15.00,42.1256,1,10,9.995
0,24.99,1.0299,gldmdlinc,0.1380368098159509202,27265,4697,24.99,24.2636,0,149,15.00
0,2.25,0.4683,sportsmaniac,0.0780000000000000000,73396,11716,2.25,4.8043,0,16,1.145
0,9.99,1.2274,ledgauges,0.0383152556698126496,27265,30671,9.99,8.1389,0,89,5.95
0,89.99,8.2302,ia2ca,0.0257441673370876910,73396,44156,89.99,10.934,0,20,9.245
1,12.62,0.4563,prhitking4256,0.8442906574394463667,73396,44156,4.99,10.934,0,20,9.245
0,3.49,0.7264,great_cards_and_autographs,0.0098920863309352517,73396,11716,3.49,4.8043,1,16,1.145
0,3.49,0.7264,great_cards_and_autographs,0.0098920863309352517,73396,11716,3.49,4.8043,1,16,1.145
1,0.99,0.125,sondak,0.2500000000000000000,27265,3472,0.99,7.92,0,7,0.99
0,48.00,1.9782,autograph-reference,0.0322354590049053959,27265,4697,48.00,24.2636,0,149,15.00
0,48.00,1.9782,autograph-reference,0.0322354590049053959,27265,4697,48.00,24.2636,0,149,15.00
0,48.00,1.9782,autograph-reference,0.0322354590049053959,27265,4697,48.00,24.2636,0,149,15.00
0,52.00,0.8739,autograph-reference,0.0322354590049053959,27265,34,52.00,59.5023,0,346,36.24
0,0.99,0.3461,bergy67,0.3620689655172413793,73396,2393,0.99,2.86,0,13,1.99
1,2.99,0.4233,roccoyankee,0.1573033707865168539,73396,19682,2.99,7.0619,0,81,3.75
1,103.71,0.0166,proudofmy5,0.9000000000000000000,27265,34,0.99,59.5023,1,346,36.24
1,20.50,0.8242,capitalcards-ny,0.2087326943556975505,27265,4697,20.00,24.2636,0,149,15.00
0,20.00,0.8242,bribucsbri,0.4238505747126436781,27265,4697,20.00,24.2636,0,149,15.00
0,1.99,0.2512,sondak,0.2500000000000000000,27265,3472,1.99,7.92,0,7,0.99
0,1.99,0.9364,mhgcards,0.0398936170212765957,73396,24803,1.99,2.125,0,4,1.795
1,2.54,0.2588,the_sports_page,0.5533814589665653495,73396,19556,0.99,3.8241,0,10,2.895
1,2.51,0.2197,hinton8,0.6197183098591549295,73396,43097,0.99,4.5042,0,31,2.99
0,89.95,1.5117,hueytix,0.0178784266984505363,27265,34,89.95,59.5023,1,346,36.24
0,9.99,1.4063,hawaiisportncoin,0.0102040816326530612,73396,5550,9.99,7.1033,0,6,4.67
0,24.99,1.0299,gldmdlinc,0.1380368098159509202,27265,4697,24.99,24.2636,0,149,15.00
0,79.99,1.3443,dienowbob2012,0.1666666666666666666,27265,34,79.99,59.5023,0,346,36.24
1,12.50,0.7009,keckz28,0.7096774193548387096,73396,19682,4.95,7.0619,0,81,3.75
0,109.99,1.8484,talyho-enterprise,0.3018867924528301886,27265,34,109.99,59.5023,1,346,36.24
